audio_id	sentence
Voice855	बर्षमा एक पटक चिच्याएर 'दिवस' मनाउदैमा के फरक पर्छ नारीहरुको अध्यावधी पिछडित दयनिय कुचक्रित यथार्थमा?? ।
Voice856	सरकारले देशलाई हाम्रै पैसाले चलाउँछन्।
Voice857	दाजुभाइले पनि दिदी बहिनीलाई दक्षिणा तथा सौगातहरू दिई खुसी पार्छन।
Voice858	त्यसको बदलामा रुसले इरानलाई उपलब्ध गराउने सैन्य र प्राविधिक सहयोगले मध्यपूर्वका साझेदार र अन्तर्राष्ट्रिय सुरक्षामा जोखिम बढ्ने क्लिभर्लीले बताए ।
Voice860	मित्रहरु ! यि ति नारीहरु हुन् जसको हातमा प्रसस्त अवसर थियो ।
Voice861	चौथो अङ्ग पनि भनिन्छ, पत्रपत्रिकाहरू विविध सामग्रीले भरिएको पोका हुन्, राष्ट्रिय तथा अन्तरराष्ट्रिय क्षेत्रका हरेक पक्षलाई तिनीहरुले समेटेका हुन्छन्, ।
Voice862	हुने बिरुवाको चिल्लो पात भने झैँ पृथ्वीनारायण शाह सानेदेखि होनहार र प्रतिभाशाली व्यक्ति थिए।
Voice863	हामीले पुस्तकालयमा विभिन्न किताबहरु पाउन सक्छौ।
Voice864	तिनको सौन्दर्यले सबैको मन लोभित हुन्छ।
Voice865	वनबाट हामी नेपालीलाई थुप्रे फाइदाहरू छन्।
Voice866	सोझो बाटो छ त्यो, जसमा अघि- पछि केवल दुई दिशातिर मात्र आउन-जान सकिन्छ ।
Voice867	देश विकासका कार्यमा प्रत्येक युवा-युवतीले आ-आफ्नो क्षेत्रबाट सक्दो योगदान पुर्याइरहेका हुन्छन्।
Voice868	फूलबारीमा सयपत्री, गुलाफ, कमल, कमल,बेली, चमेली, जाई,जुही आदि हुन्छन्।
Voice869	त्यसरी राधासँग उसको प्रेम घनिष्ठतर हुँदै गएको थियो ।
Voice870	नेपालीहरुका अरु निकै पुराना चालचलनहरु देख्दा मख्ख पर्ने विदेशी पर्यटकहरु नेपाल भ्रमणको मीठो सम्झना आफ्नो हृदयको झोलामा भरेर लैजान्छन।
Voice871	यस अमेरमा स्वास्थको बारेमा थाहा हुँदैन र धेरै रोगका सिकार हुन सक्छ।
Voice872	त्यो काइथेहरूको गाउँ हो ।
Voice873	दसौं लाख युक्रेनीलाई ऊर्जा र अन्य अत्यावश्यकीय सेवाबाट वञ्चित गरिरहेको छ ।
Voice874	कडा नियम बनाए पनि यस आधानिक युगमा नराम्रो मानिसले गर्दा समाज पछि पर्छन्।
Voice875	निश्चय पनि ‘ हरियो वन नेपालको धन’ हो।
Voice876	रूपियाँ-पैसा अथवा सामान (नगद र जिन्सी) दाईजो हो भने दाईजो दिने प्रचलन दाईजो प्रथा हो।
Voice877	आजको युगमा यस्को धेरै नै महत्व दिइने गर्छन।
Voice878	शहरमा मलाई यो कुरा कसैले बताएनन्‌ कि मानिसको बोलाउने र न्वारनका भिन्न-भिन्न नाउँ हुन्छन्‌ ।
Voice879	वन अध्यात्म कालदेखि नै शान्तिको पुजारी रहेको छ।
Voice880	एकैदिनमा कति थोक मैले सिकें, यो गाउँमा आएर ।
Voice881	साम्राज्यवादीहरूका विषालु पाइतालालाई पवित्र उपत्यकाको आँगनमा पर्नबाट जोगाए।
Voice882	त्यही बिलको कारणले ती व्यापारीहरूलाई धेरै कम कर तिर्नुपर्छ।
Voice883	कोशी नदीको पश्चिम किनारमा उभिएर त्यहाँको दृश्यलाई हेर्दा रमाइलो लाग्यो ।
Voice884	पृथ्वीले एक निश्चित गतिमा सूर्यको परिक्रमा गरिरहेको हुन्छ र यसै आधारमा दिन र रातको प्रक्रिया चालू भाइरहन्छ।
Voice885	चिनीहरूले विश्वको कुनै एक कुनामा घटेको नयाँ-नयाँ घटनाको विवरण विश्वभरि नै फिँजाउने कम गर्दछ, पत्रपत्रिकाहरूले विभिन्न सामग्रीहरू छापेर देश ।
Voice886	वास्तवमा भन्ने हो भने नेपाली भाषा सम्पूर्ण नेपालीहरूको आत्मा हो, ढुकढुकी हो।
Voice887	यस्ता चाडहरूलाई हामीले आपसी मेलमिलाप बढाउन गरी मनाउनुपर्छ र यस्ता चाडहरू मनाई हामीले आफ्नो जीवनलाई पनि अझ सुन्दर पार्दै जानुपर्छ।
Voice888	ल नानी यसलाई गाउँ घुमाएर ल्याङ ।
Voice889	यस्ता नराम्रा कामहरू गर्दा कहिलेकहीँ एक-अर्कामा झाँगड पनि हुने गरेको स्थिति केही वर्ष यता देखिदैं छ।
Voice890	शून्य सडकका खामामा बत्ती घोरि  र भुइँतिर हेरिरहेका छन्‌ ।
Voice891	तर बोल्न बडो गाह्रो मानेको जस्तो गर्थी ।
Voice892	आफ्ना काखमारहेका असंख्य नदीनाला,हिमश्रीन्खालम, वनजंगल जस्ता प्राकृतिक सम्पत्ति र र पुराना जमानाक सुन्दर ।
Voice893	समाजमा हुने समस्यालाई सामाजिक समस्या भनिन्छ।
Voice894	अहिले समाजमा मानिसहरु सानालाई जातधर्ममा भेदभाव र हेप्ने गरछन् ।
Voice895	हाम्रा पुर्खाहरू आफ्नो स्वाभिमानमा अडेका थिए।
Voice896	नीलो आकाशको त कुरै भएन, त्यो त यति उचा छ, त्यो यति बिस्तृत छ र यति समान रूपले नीलो छ।
Voice897	सृष्टिमा सबभन्दा असहाय प्राणी त्यो कशकाय पीतवबर्ण बालक हो जो एक्कासि शहरबाट चुडिएर कनै गाउँमा रोपिन आइपुग्छ ।
Voice898	सधैं अरुकै मुख ताकेर हक पर्खेर होइन कि आँफैकम्मर कसुं ।
Voice899	आमा त केही नबुझेर अन्ध-वात्सल्यमा आँसु बगाइरहँदी होलिन्‌ ।
Voice900	ऋषि-मुनिहरू अध्यात्म शान्तिको लागि वन-जंगलमै गएर तपस्या गर्ने गरेको यथेष्ट प्रमाण धार्मिक ग्रन्थहरूमा पढ्न पाइन्छ।
Voice901	तिहारको चौथो दिनलाई गोरु-तिहारका रूपमा मनाइन्छ।
Voice902	उहाँहरुले प्रशस्त माया ममाथी खन्याउनुभएको थियो।
Voice903	र अनिवार्य भएमा मात्र अनिवार्य परिमाण प्रयोग होस्‌ ।
Voice904	साना अर्थात् तल्लो जतिको मानिसलाई काम पनि दिदैनन्।
Voice905	यहाँ अनेकौँ चाडपर्व, रीति रिवाज र प्रचलनहरू छन्।
Voice906	कार्तिक महिनाको शुल्क पक्षको दोस्रो दिन यो चाड पर्दछ।
Voice910	मानिसहरु पैसाका लागि धनी मान्छेहरुलाई लुटपाट गर्ने काम गर्छन ।
Voice911	एउटा घरपरिवारमा बाबु, आमा, छोरा, छोरी, दाजु, भाई आदि सबैले एक-अर्कालाई आदर र माया गर्नुपर्छ।
Voice912	त्यस दिनको यात्रामा स्मरणीय कुरा थिए- गोसाईंस्थान, नजरियाको पसल, पछवरिया धार।
Voice913	पालिकाबाट प्राप्त जानकारीअनुसार गत जेठदेखि हालसम्म इन्धन खर्चबापत मात्र चौंसट्ठी लाख छपन्न हजार रुपैयाँ भुक्तानी दिइएको हो ।
Voice914	नत्र ति साच्चैका अवसर बिहिन नारीहरुको नाम भजाएर सिमित नाकहरु ठड्याउनका लागि देखाइने यो गाइजात्रे ।
Voice915	पहिला भन्दा अहिले पुस्तकालय नेपालमा धेरै पाइन्छ।
Voice916	केवल जीवित जीवनमा विश्वास गर्नेहरूले मात्र सोच्न सक्छन् र जीवनमा महान कार्यहरू गर्न सक्छन्।
Voice917	प्रारम्भिक रूपमा भने इरानले रुसलाई ड्रोन उपलब्ध गराएको अस्वीकार गरेको थियो ।
Voice918	मलाई लाज पनि लाग्यो, केवल एउटा नाउँको अधिकारी भएकोले ।
Voice919	भान्सामा खान खान बस्दा मेरो दुवै आँखा चुल्होमा तताइराखेको दूधमा गोदिन्थें।
Voice920	आजको दिनमा समाजमा समस्याहरु बढ्दै गएको छ ।
Voice921	नेपाली अवस्थामा सुधार ल्याउने उद्देश्य लिई नेपाली राष्ट्रियताको बलियो जग बसालेका हुन्।
Voice922	तिमीसँग छुटियो कि गन्ध, शब्दहीन महाशून्यमा म निस्सासिन थाल्छु ।
Voice923	अखडाको द्वारमै एउटा ठुलो बाँसमा सेतो ध्वजा गाडेको थियो; त्यहीँनिर तुलसीको बोट उमारेको एउटा माटोको सानो चौतारो थियो ।
Voice924	कमिश्नरले फेरि सोधेका थिए- घरका मानिसहरूलाई केही भन्नु छ ।
Voice925	यो समय हामीले पहिचान गर्नुपर्दछ कि हामी आफैंको लागि बाँच्न र अरूलाई प्रभाव पार्न नसक्नु पर्छ।
Voice926	पछवरिया धारामा नुहायौं, एकछिन पौड्यौं ।
Voice927	उचित वातावरणका अभावमा आफ्नो देशमा उचित शिक्षा, रोजगार, काम र माम नपाउँदा कतिपय युवावर्ग बरालिन्छ र युवावर्ग बरालिँदै देश विकासको गीत ओरालो लाग्दछ।
Voice928	यदि तिनीहरुले नै यसलाई प्रयोग गरेनन् भने हाम्रो देशको विकास हुन सक्दैन।
Voice929	हामी नेपाली नेपाललाई अंग्रेजबाट मुक्त गराएर स्वच्छ बनाउने बिर योद्धा हो ।
Voice930	वन विनाशको कारणले आइपर्ने दुखलाई हरेक मानिसमा बुझाई अर्थात् जंगलको महत्त्वको जन चेतना जगाई सबैले वृक्षारोपण गर्ने।
Voice931	उसले भनी- होइन, तिमीलाई थाहा होइन होला ।
Voice932	मैले आजसम्मको दिनहरुमा कहिल्यै सुनेको छैन उपर्युक्त ठाउंमा पुरुष शब्द जोडीएको ।
Voice933	किशोरको तन्द्रा भङ्ग भयो; सोच्यो- उनीहरू आए ।
Voice934	अझै गाउहरुमा पुस्तकालयको धेरै नै कमी छ र अविकसित ठाउँ भनेको गाउँ नै हो।
Voice935	मेरो एक्लो हृदयको सारा विकलतामा ती स्नेहका धूमिल रेखा अड्ण मायामय भएर गए; म भरिएँ र पुनः आमाको पिठयूँलाई अंकमाल गर्न पुगें ।
Voice936	बताउँदै कर्बीले रुसले इरानसँग अस्त्रको विकास तथा तालिमका क्षेत्रमा सहकार्य गर्न खोजिरहेको दाबी गरे ।
Voice937	यो देहातमा बारम्बार सम्झना हुन्छ, कम्पनी बगैंचाको ।
Voice938	बजारमा ल्याइरहेका छन्, विज्ञापन वा प्रचार-प्रसार नभई कुनै पनि वस्तुले बजार पाउन सक्दैन, त्यसैले औद्योगिक उत्पादनहरूको प्रचार-प्रसार खुब गर्नुपर्छ, हाम्रो देशमा विभिन्न ।
Voice939	हामीहरु विभिन्न किसिमका मीठा-मीठा जिब्रे लट्याउने जंगली फलफूलहरू खानका लागि नै जंगल पस्थ्यौ।
Voice940	फूलबारीलाई सयपत्रीले मात्र सुन्दर बनाएको होइन र चमेलीले मात्र चम्केको पनि होइन।
Voice941	जस्तै गाजा,चरेस,हेरोइन आदि ।
Voice942	बाल्यकालमा बिहे गराउने चलनलाई वाल विवाह भनिन्छ।
Voice943	हामी नेपालीले एकतामा बसी देशमा परेको हरेक समस्यालाई समाधान गर्छौ।
Voice944	गोर्खाली सैनिकको मात्र कम भएपनि उनीहरूको हिम्मतले उनलाई कसैले हराउन सक्दैनथ्यो।
Voice945	नेपाल चाडलाई “यमपञ्चक” र “दीपावली’ का रूपमा पनि चिनिन्छ।
Voice946	उनीहरूको भौतिकवादी सम्पत्तिहरू देखाउँछन् कि तिनीहरूको सोच यो सीमित हुन्छ।
Voice947	यसले परिवारबाट उनीहरूलाई दूरीमा राख्छ र उनीहरूको व्यक्तिगत सम्बन्धलाई बाधा पुऱ्याउँछ र यो सबै मात्र तनावतर्फ जान्छ।
Voice948	तिनीहरू केवल आवश्यकताका चीजहरू किन्न र ध्यान दिन्छन् कि उनीहरूलाई आफ्नो कामको मार्गमा असल मनुष्य बन्न र तिनीहरूको सामान देखाउन नसक्ने फोकस गर्छन्।
Voice949	नेपालबाहिर बस्ने हिन्दू नेपालीहरू पनि यस चाडलाई उतिकै महत्त्व दिई मनाउँछन्।
Voice950	छोराको राम्रो हेरविचार गर्नू !
Voice951	नेपाल आमाका उर्वर कोखबाट समय-समयमा युगप्रवर्तक महानायकहरूको जन्म भएको छ र राष्ट्रियताको रथ हाँक्ने सारथिहरूको उदय भएको छ।
Voice952	खरिद गरिएको एसीको भुक्तानी बजार रेटभन्दा बढी गरिएको नगरपालिकाकै कर्मचारीहरू बताउँछन् ।
Voice953	सान्नानीले त्यसको खोटो नङले कोट्टाएर मलाई सुँघाई ।
Voice954	कोठाको अँध्यारो बाहिरको एउटा बल्बको प्रकाशले हटाइरहेको थियो ।
Voice955	बा भने आँसुलाई बलपूर्वक थाम्दै, नरिवलको हुक्कामा तमाखुमाथि तमाखु तानेर पिंढीमा एकहोरो टोलाएर बसिरहँदा होलान्‌ ।
Voice956	हाम्रो समाजमा धेरै समस्या हुने गर्छ ।
Voice957	हामीले बुझ्नैपर्छ कि खुशी केवल बाहिरका चीज भित्र र बाह्य चीजहरूमा मात्र पाउन सकिन्छ।
Voice958	पोखरीको उत्तरपषट्टिको डिलमा पहेँलो चम्पाको रूख थियो जसमा पहेँला फूल फुलेका थिए ।
Voice959	इन्जीनियर, वकिल, शिक्षक, प्राध्यापक, कृषक, लेखक, कलाकार, खेलाडी, कर्मचारी, पत्रकार, सैनिक, प्रहरी आदि जुनसुकै क्षेत्रमा सर्वप्रथम व्यक्तिको प्रवेश युवावस्थामा नै हुन्छ।
Voice960	यीनै पृथ्वीनारायण शाहको जन्म।
Voice961	राति सुत्ने कोठामा धेरै बेरसम्म सान्नानी पनि थिई ।
Voice962	उनले काठमाण्डौ उपत्यका जस्तो समृद्ध शाली, वैभवशाली राज्यमाथि हमला गर्न तगाराका रूपमा देखिएको नुवाकोटमाथि पहिलो आक्रमण गरे।
Voice963	चेलीबेटी बेचबेखन भनेको महिलालाई बेच्ने काम हो।
Voice964	येनकेन प्रकारले चारैतिर उम्रेका छन्‌ अव्यवस्थित किसिमबाट; भूप्रान्त कुनै छैन जसमा यो हरियो जाला नफैलिएको होस्‌ ।
Voice965	त्यसो हुनाले, चारैतिरबाट हरेस खाएर म आमाको पिठ्युमा टाँस्सिइरहेँ ।
Voice966	मीठो गन्ध ।
Voice967	तर युक्रेनमाथि आक्रमण हुनुअघि केही मात्रामा ड्रोन उपलब्ध गराएको स्वीकार गरेको थियो ।
Voice968	देश विकासको गहकिलो कुलतमा बरालिन नदिई उनीहरूलाई जोस र होसका साथ कम्मर कसेर बढ्नका लागि अनुकूल वातावरण बनाइदिएमा ।
Voice969	उसको हात आफ्नो हातमा लिएर- हामी दुवैले मिलेर आफ्नो छोरालाई राम्ररी हेरौंला, माया गरौंला, पढाउँला-लेखाउँला र ठूलो पारौंला ।
Voice970	बगैँचामा रङ्गीबिरङ्गी फूलहरू रहे झैँ यहाँ धेरै जात जाति छन्।
Voice971	पालिकामा चौँतिस मोटरसाइकल, स्कारपियो, कार, जेसिबी, वारुणयन्त्र एक/एक वटा तथा तीन वटा ट्रिपर र छ वटा ट्र्याक्टर छन् ।
Voice972	यो आधुनिक युगमा मानिस स्वन्त्रताका कारणले धेरै विकासहरू गरिरहेका छन्, मानिस खुल्ला पन्छी जस्ता छन्।
Voice973	त्यसपछि उनले क्रमशः: नुवाकोट लगायतका गोर्खाका छिमेकी राज्यहरू र पश्चिमतर्फका बाइसी र चौबीसी राज्यहरूमा ।
Voice974	दरबारमा राजा-रानी र अरू राजपरिवारका प्राणीहरू सुतेका थिए ।
Voice975	तर अनुशासनको बाटोमा हिँड्ने मानिसले जीवनमा सफलताको शिखर छुन सक्तछ।
Voice976	किशोरले फेरि आग्रह गरेको थियो- हो, नयाँ युगका अनुसार हामीले पनि हिंड्ने बानी गर्नुपर्छ राधा !
Voice977	हामीहरूले छोहोरा, मिश्री र नरिवल किन्यौं ।
Voice978	त्यसै गरी यस दिन गोरुको पूजा गर्ने चलन छ।
Voice979	पोखरी सानो थियो ।
Voice980	यदि छोरी भयो भने पेटमै मर्ने गरेको खबर आउछन्।
Voice981	मेरो दाइ पनि ढुक्कुरको शिकारमा यता आउनुभएको रहेछ, अनि पो, मुनरिया बाँच्न पाई ।
Voice982	कमिश्नरको बोली सुनियो कोठामा- अब बाहिर आउनुपर्यो  ।
Voice983	हामीहरू उभिया ठाउँनिर नदी यसो बाङ्गिएर पूर्वतिर लागेको छ्‌ ।
Voice984	राष्ट्रिय एकताका मर्मज्ञ एवम् ऐतिहासिक युगपुरुष पृथ्वीनारायण शाहले व्यष्टि-व्यष्टिका रूपमा रहेका राज्यलाई समष्टि रूप प्रदान गरी नेपाली राष्ट्रियताको बलियो जग बसालेका हुन्।
Voice985	युवाका लामा-लामा सबल भुजहरूले जुनसुकै चुनौती र अवरोधहरूलाई पनि धुजा-धुजा पार्न सक्छन्।
Voice986	हामीले ज्ञानले विश्वलाई परिवर्तन गर्न सक्छौ।
Voice987	हाम्रो समाजमा हत्याहिंसा,भेदभाव,दाइजो प्रथा,बाल बिवाह,लागु पदार्थ खाने आदि समस्याहरु हुन् ।
Voice988	कहिलेकाहीँ त् मलाई फेरी बाल्यावस्थामै फर्कू कि जस्तो लागेर आउँछ।
Voice989	सान्नानीलाई मैले आदर-स्नेह गर्ने कुनै बाटो पाइनँ, केवल बनारसदेखि बचाएर राखेको एक आना पैसा मेरो खल्तीमा थियो ।
Voice990	नेपाल अधिराज्य भरका हिन्दूहरूले यो चाड धूमधामसँग मनाउँछन्।
Voice991	छोरा पाउने आशामा महिलाले धेरै शिशु जन्माउँछन्।
Voice992	त्यसै गरी संस्कृतिक मूल्य र मान्यताका अनुसरण पनि सबैले गर्नुपर्दछ, राजनीतिक क्षेत्रमा त् झन् अनुशासन हुनु अपरिहार्य छ, ।
Voice993	उनीहरूको वीरता विश्वभरि फैलिएको छ।
Voice994	यस्तै धार पश्चिमपष्टि पनि छ- पछवरिया धार ।
Voice995	अन्धकारमा मानिसको लोक थाकेर मरेको- चिसो, जाडोले कठ्याङ्ग्रिएको ।
Voice996	युक्रेनको आरोप सुरुमा अस्वीकार गरेको भए पनि पछि इरानले रुस–युक्रेन युद्ध सुरु हुनुभन्दा कैयौं महिना अघि सीमित मात्रामा ड्रोनहरू पठाएको बताएको थियो ।
Voice997	उनको दृष्टि हमवात्खंड टुक्रा-टुक्रा परेर छिन्न-छिन्न भइरहेको दयनीय अवस्थातर्फ पुग्यो; उनको ध्यान ती स्वार्थी शासकहरूद्वारा भागबन्डा गरिएको।
Voice998	इरानले उपलब्ध गराएका ड्रोनहरूको प्रयोग गरेर रुसले युक्रेनी ऊर्जा केन्द्रमा आक्रमण गरेको छ।
Voice999	अनि स्वाभाविक स्थितिमा आएर उसले भनेकी थिई- तिमी कहिले- कहिले अनौठो व्यवहार गर्छौ, अनौठो कुरा गर्छौ ।
Voice1000	चुँडाल्न सक्छ र विकासको अभियानमा देशले लामो फड्को मार्न सक्छ।
Voice1001	महंगा लुगा र घरको चीजहरू किन्नुहोस् - के लागि? यो सबै एक राम्रो सामाजिक खडा स्थापित गर्न को लागी।
Voice1002	त्यसैले आज भोलि म घरीघरी आफ्नो बाल्यकालको मीठो सम्झना गरेर मन बहलाउने गर्दछु।
Voice1003	बा-आमा दुवैले बडो आग्रह गरे र भने- बुहारी घरैमा हामीसँग बस्छे, तँ पढ्न जालास्‌ ।
Voice1004	घर वरिपरि खेतमा धानका हरियो बुटाबुटिहरु हावाको हलुको स्पर्श पाएर मेरो आगमनको खुसीयालीमा छमछमती नाचिरहेको थिए।
Voice1005	हाम्रो गाउँको पूर्वपट्टिको सिमाना पनि यही नदी हो ।
Voice1006	यसले गाउँलाई तडका (बिजली) को डर हुँदैन- सान्नानीले मलाई बताई ।
Voice1007	पहिले-पहिलेको जस्तो भावनाले विभोर भएर होइन, एकदम अनुद्विग्न भएर; मानौं घरको दृश्य त्यो हेरिरहेको छ, तस्वीरहरूमा ।
Voice1008	हाम्रो देश नेपालमा दश % व्यापारीले पनि राम्ररी कर तिर्दैनन् र यसको परिणाम पनि हामीले नै भोग्ने गर्छौ।
Voice1009	अर्को दिन जाउँला त्यता..." चिलौनी धारबाट घर फर्किंदा मडरको पोखरी हेर्न गयौं ।
Voice1010	आँगनमा खेल्दा खेल्दै म गाउँका आफ्नै उमेरका साथीहरूसँग घुलमिल हुन थालेँ र मेरो क्रिडीस्थल फराकिलो हुँदै गयो।
Voice1011	उसको दुर्दमनीयतामा लज्जा र सङ्कोचले कुनै ठाउँ पाएको थिएन ।
Voice1012	आमा भन्नुहुन्छ- हट्न, के टाँस्सिरहेको ? जा बाहिर गएर खेल्‌ ।
Voice1013	मकवानपुरे राजाका सहयोगमा आएका विहारका नबाब मीर कासिमलाई मकवानपुरकै घुँडा टेकाइदिए।
Voice1014	उसको पानीसँग खेलिरहेको गोडा थामिएका थिए ।
Voice1015	राधा कत्रो भरोसा लिएर आइरहेकी थिई त्यस साँझमा ।
Voice2001	मेरो नाम श्रुति हो र म आज एउटा कथा सुनाउछु।
Voice2002	कथाको शिर्षक हो 'सर्कसको हात्ती'।
Voice2003	पोखरा कसरी पुग्ने होला।
Voice2004	आज मौसम बडो रमाइलो छ।
Voice2011	सबैको घरघरमा नेपाल समाचारपत्र आउथ्यौँ।
Voice2013	कलेज सकिएपछी उनिहरु पहिलोपल्ट भेट्न लागिरहेका थिए।
Voice2014	कस्तो होला त्यो भेट भन्ने प्रश्न सबैको मनमस्तिश्कमा थियो।
Voice2020	सबैले उनिहरुको ताली पिटेर स्वागत गरे।
Voice2021	बाकी सबैजना पनि बिस्तारै बिस्तारै आउँदै गरे।
